gene,expression,patient,sample,oncoGene
G95,6.764358452366061,unknown,S79,FALSE
G111,9.652289199778776,unknown,S79,TRUE
G62,8.33159696192757,unknown,S79,FALSE
G70,6.451523198726516,unknown,S79,FALSE
G24,7.993859233191362,unknown,S79,FALSE
G96,9.380499379085565,unknown,S79,FALSE
G56,9.147570297244823,unknown,S79,FALSE
G115,6.466748916295428,unknown,S79,FALSE
G36,7.823225976718136,unknown,S79,FALSE
G47,9.262493950450391,unknown,S79,FALSE
G17,7.187560861475523,unknown,S79,FALSE
G19,5.666848201122786,unknown,S79,TRUE
G57,10.170721646347953,unknown,S79,FALSE
G60,8.000347843181192,unknown,S79,FALSE
G26,7.167425034047416,unknown,S79,FALSE
G27,8.342926227502796,unknown,S79,FALSE
G91,9.21182637874679,unknown,S79,FALSE
G3,8.365809822641289,unknown,S79,FALSE
G75,7.782414385347635,unknown,S79,FALSE
G45,9.599507921482903,unknown,S79,FALSE
G104,8.598126941139837,unknown,S79,FALSE
G10,7.5574582494201685,unknown,S79,FALSE
G83,8.86677969124049,unknown,S79,FALSE
G74,9.60241966263574,unknown,S79,FALSE
G53,9.70876903807573,unknown,S79,FALSE
G100,6.7822437641279505,unknown,S79,FALSE
G54,7.395538053837512,unknown,S79,FALSE
G99,8.138743990502023,unknown,S79,FALSE
G55,10.013730538501777,unknown,S79,FALSE
G59,8.686951956813633,unknown,S79,FALSE
G86,6.944749509833597,unknown,S79,FALSE
G1,7.815115264770485,unknown,S79,FALSE
G52,6.466578137564698,unknown,S79,FALSE
G12,7.890298333465146,unknown,S79,FALSE
G105,5.8256058257543675,unknown,S79,FALSE
G73,7.5612205716969445,unknown,S79,FALSE
G29,9.041436309941108,unknown,S79,FALSE
G76,7.773272167936042,unknown,S79,FALSE
G85,9.470027637825922,unknown,S79,FALSE
G21,7.4045610548894,unknown,S79,FALSE
G23,9.889746983072248,unknown,S79,TRUE
G13,9.29584410066676,unknown,S79,FALSE
G4,7.532669304125788,unknown,S79,FALSE
G90,8.664271460891651,unknown,S79,TRUE
G82,8.158381532330582,unknown,S79,FALSE
G30,7.9989059077956,unknown,S43,TRUE
G40,9.514402342573344,unknown,S43,FALSE
G71,7.500611427782091,unknown,S43,TRUE
G28,7.9961810839438225,unknown,S43,FALSE
G108,8.823691529755378,unknown,S43,FALSE
G97,8.768832066457437,unknown,S43,FALSE
G5,8.109015700974886,unknown,S43,FALSE
G66,8.304218798702811,unknown,S43,FALSE
G88,7.420882877502141,unknown,S43,FALSE
G6,7.821806907457794,unknown,S43,FALSE
G107,9.908369682011292,unknown,S43,FALSE
G61,9.234049863018113,unknown,S43,FALSE
G80,8.449009721961872,unknown,S43,FALSE
G14,7.366037442717213,unknown,S43,FALSE
G63,8.796664399108103,unknown,S43,FALSE
G43,7.560250205624469,unknown,S43,TRUE
G41,8.011493451185833,unknown,S43,FALSE
G72,6.593436037781838,unknown,S43,FALSE
G39,8.950018002497758,unknown,S43,FALSE
G37,8.044445664819976,unknown,S43,FALSE
G93,7.7182758682295916,unknown,S43,FALSE
G33,6.86897203342876,unknown,S43,FALSE
G18,8.390450561247958,unknown,S43,FALSE
G114,6.267576193313953,unknown,S43,FALSE
G103,7.453158455075343,unknown,S43,FALSE
G48,7.641892582788279,unknown,S43,FALSE
G110,8.763642634722478,unknown,S43,TRUE
G38,9.082551774456892,unknown,S43,FALSE
G68,6.151521372191346,unknown,S43,TRUE
G11,8.455859502479852,unknown,S43,FALSE
G84,8.106904740540822,unknown,S43,FALSE
G106,7.902120387577431,unknown,S43,FALSE
G78,5.6834866412052225,unknown,S43,FALSE
G16,8.267031568576236,unknown,S43,TRUE
G102,8.899745638925777,unknown,S43,FALSE
G65,7.998009991901542,unknown,S43,FALSE
G46,7.427811002017598,unknown,S43,FALSE
G94,8.197549553986875,unknown,S43,FALSE
G69,7.478753394317557,unknown,S43,FALSE
G116,7.336023619092611,unknown,S43,FALSE
G67,8.57341956514961,unknown,S43,FALSE
G87,7.660616078068297,unknown,S43,FALSE
G89,8.322490715744927,unknown,S43,FALSE
G42,8.89313522438975,unknown,S43,FALSE
G49,7.4431078492143925,unknown,S43,FALSE
G34,8.622036948409415,unknown,S43,FALSE
G50,7.8573314058849615,unknown,S43,FALSE
G8,9.506924853222488,unknown,S43,FALSE
G79,7.430011670496318,unknown,S43,TRUE
G112,6.921754985755953,unknown,S43,TRUE
G109,7.882412449739081,unknown,S43,TRUE
G92,8.94666737980112,unknown,S43,FALSE
G58,7.247591412322383,unknown,S43,FALSE
G7,8.17809080133342,unknown,S43,TRUE
G101,7.233057316384221,unknown,S43,FALSE
G77,6.951415829832028,unknown,S43,FALSE
G31,8.874579694157381,unknown,S43,FALSE
G9,9.026678377385377,unknown,S43,FALSE
G64,5.619522907030362,unknown,S43,FALSE
G35,7.651543218507976,unknown,S43,FALSE
G98,7.044256300318881,unknown,S43,FALSE
G113,8.25017591488951,unknown,S43,FALSE
G22,8.209693261311088,unknown,S43,FALSE
G25,9.442166234492205,unknown,S43,FALSE
G2,8.312860859323878,unknown,S43,FALSE
G32,6.057140613627718,unknown,S43,FALSE
G81,8.729735671101452,unknown,S43,FALSE
G15,8.191110262322622,unknown,S43,FALSE
G51,9.608604729406885,unknown,S43,FALSE
G44,8.57090120833222,unknown,S43,FALSE
G20,8.077292116161468,unknown,S43,FALSE
G95,9.588966100655327,unknown,S43,FALSE
G111,8.874598781341703,unknown,S43,TRUE
G62,8.930163637511537,unknown,S43,FALSE
G70,8.769428625536452,unknown,S43,FALSE
G24,7.462308565678868,unknown,S43,FALSE
G96,7.043495172346194,unknown,S43,FALSE
G56,7.733927056767671,unknown,S43,FALSE
G115,7.517605969411852,unknown,S43,FALSE
G36,6.942362498314335,unknown,S43,FALSE
G47,9.118696579281306,unknown,S43,FALSE
G17,7.063501691928123,unknown,S43,FALSE
G19,8.280887982002868,unknown,S43,TRUE
G57,9.502963817810805,unknown,S43,FALSE
G60,7.529600263390685,unknown,S43,FALSE
G26,7.042743308542399,unknown,S43,FALSE
G27,8.76411418853619,unknown,S43,FALSE
G91,6.853404512290402,unknown,S43,FALSE
G3,7.002876162512703,unknown,S43,FALSE
G75,7.797368639056844,unknown,S43,FALSE
G45,5.42098569653742,unknown,S43,FALSE
G104,7.218683641945091,unknown,S43,FALSE
G10,9.96811623072737,unknown,S43,FALSE
G83,9.243305719403093,unknown,S43,FALSE
G74,8.14235262320747,unknown,S43,FALSE
G53,8.357396970342888,unknown,S43,FALSE
G100,8.379214229400395,unknown,S43,FALSE
G54,6.848716921658789,unknown,S43,FALSE
G99,6.43647236996996,unknown,S43,FALSE
G55,8.266109422284627,unknown,S43,FALSE
G59,7.106424118954609,unknown,S43,FALSE
G86,8.099500743761821,unknown,S43,FALSE
G1,6.7118676970933455,unknown,S43,FALSE
G52,8.149095479214878,unknown,S43,FALSE
G12,6.149583403470572,unknown,S43,FALSE
G105,8.835955707210463,unknown,S43,FALSE
G73,6.418459291785787,unknown,S43,FALSE
G29,7.740930211439421,unknown,S43,FALSE
G76,7.62448726882582,unknown,S43,FALSE
G85,8.268740638830776,unknown,S43,FALSE
G21,6.625470352954858,unknown,S43,FALSE
G23,8.246318254164526,unknown,S43,TRUE
G13,7.234088830253766,unknown,S43,FALSE
G4,8.635297036602529,unknown,S43,FALSE
G90,10.742665274552452,unknown,S43,TRUE
G82,7.594681578973344,unknown,S43,FALSE
G30,7.397982754624554,unknown,S68,TRUE
G40,6.816745344272778,unknown,S68,FALSE
G71,8.735422578848041,unknown,S68,TRUE
G28,7.489093966492576,unknown,S68,FALSE
G108,9.368108548747392,unknown,S68,FALSE
G97,5.707381903174083,unknown,S68,FALSE
G5,8.496533503824509,unknown,S68,FALSE
G66,7.177345359096788,unknown,S68,FALSE
G88,9.377937800180433,unknown,S68,FALSE
G6,7.7363835516343045,unknown,S68,FALSE
G107,8.844054126795655,unknown,S68,FALSE
G61,9.449841542158984,unknown,S68,FALSE
G80,8.25650159123441,unknown,S68,FALSE
G14,6.141249080708382,unknown,S68,FALSE
G63,7.481921217384307,unknown,S68,FALSE
G43,9.193789904939445,unknown,S68,TRUE
G41,5.5485369781496,unknown,S68,FALSE
G72,8.824865391023387,unknown,S68,FALSE
G39,8.228314313691676,unknown,S68,FALSE
G37,8.059486223330683,unknown,S68,FALSE
G93,8.109900411154122,unknown,S68,FALSE
G33,6.983254301047949,unknown,S68,FALSE
G18,7.418986169087124,unknown,S68,FALSE
G114,8.562349783270646,unknown,S68,FALSE
G103,9.128988027709674,unknown,S68,FALSE
G48,8.007308661219882,unknown,S68,FALSE
G110,8.669298127935118,unknown,S68,TRUE
G38,7.968391138199797,unknown,S68,FALSE
G68,8.566891048328133,unknown,S68,TRUE
G11,8.78524427679411,unknown,S68,FALSE
G84,8.399253455569957,unknown,S68,FALSE
G106,7.919377818404707,unknown,S68,FALSE
G78,7.71366253158891,unknown,S68,FALSE
G16,8.136569042323707,unknown,S68,TRUE
G102,8.004958926511952,unknown,S68,FALSE
G65,8.672900796157219,unknown,S68,FALSE
G46,8.020696641707133,unknown,S68,FALSE
G94,8.189930982189763,unknown,S68,FALSE
G69,10.446074000019726,unknown,S68,FALSE
G116,7.662548213948027,unknown,S68,FALSE
G67,7.484609155799432,unknown,S68,FALSE
G87,9.386598282108274,unknown,S68,FALSE
G89,7.389779812477626,unknown,S68,FALSE
G42,8.088600124639838,unknown,S68,FALSE
G49,7.708596288520019,unknown,S68,FALSE
G34,7.099335489508847,unknown,S68,FALSE
G50,6.872091331486143,unknown,S68,FALSE
G8,8.477502470965236,unknown,S68,FALSE
G79,8.281535036199301,unknown,S68,TRUE
G112,7.0156344992084705,unknown,S68,TRUE
G109,8.05627327035617,unknown,S68,TRUE
G92,8.234150014486813,unknown,S68,FALSE
G58,8.8610649969288815,unknown,S68,FALSE
G7,7.794785257495099,unknown,S68,TRUE
G101,7.792858090894891,unknown,S68,FALSE
G77,8.075462776245038,unknown,S68,FALSE
G31,7.970517812139046,unknown,S68,FALSE
G9,7.231423431981638,unknown,S68,FALSE
G64,7.827844002363454,unknown,S68,FALSE
G35,8.1652130094329,unknown,S68,FALSE
G98,8.057098565059022,unknown,S68,FALSE
G113,9.661127224752425,unknown,S68,FALSE
G22,9.479393307713966,unknown,S68,FALSE
G25,9.005243865820843,unknown,S68,FALSE
G2,9.50475064142426,unknown,S68,FALSE
G32,7.29011848884962,unknown,S68,FALSE
G81,7.344658670526432,unknown,S68,FALSE
G15,8.607657877536747,unknown,S68,FALSE
G51,9.680508690573213,unknown,S68,FALSE
G44,7.234456196388596,unknown,S68,FALSE
G20,7.154177022133156,unknown,S68,FALSE
G95,7.681659038842128,unknown,S68,FALSE
G111,8.899208417599048,unknown,S68,TRUE
G62,8.014337926999351,unknown,S68,FALSE
G70,7.733561475893253,unknown,S68,FALSE
G24,7.730235233478667,unknown,S68,FALSE
G96,8.960034564640354,unknown,S68,FALSE
G56,8.371935305949341,unknown,S68,FALSE
G115,8.27175649149888,unknown,S68,FALSE
G36,6.687432339731973,unknown,S68,FALSE
G47,8.31187068874172,unknown,S68,FALSE
G17,7.21647413500193,unknown,S68,FALSE
G19,8.17398388176846,unknown,S68,TRUE
G57,5.754905426805499,unknown,S68,FALSE
G60,7.799308467684888,unknown,S68,FALSE
G26,8.594935054036165,unknown,S68,FALSE
G27,7.566868655283679,unknown,S68,FALSE
G91,8.672008730995337,unknown,S68,FALSE
G3,9.195209361011203,unknown,S68,FALSE
G75,6.951538152600758,unknown,S68,FALSE
G45,7.746569795229082,unknown,S68,FALSE
G104,8.04341503977853,unknown,S68,FALSE
G10,9.195618913393469,unknown,S68,FALSE
G83,6.990690805503474,unknown,S68,FALSE
G74,8.691451547607258,unknown,S68,FALSE
G53,7.765738386833626,unknown,S68,FALSE
G100,9.718493077253001,unknown,S68,FALSE
G54,7.182245660058034,unknown,S68,FALSE
G99,7.280172704932236,unknown,S68,FALSE
G55,8.675943220978807,unknown,S68,FALSE
G59,9.244484172232985,unknown,S68,FALSE
G86,8.075845760612472,unknown,S68,FALSE
G1,5.712062332623358,unknown,S68,FALSE
G52,7.574864698939678,unknown,S68,FALSE
G12,9.608354399497513,unknown,S68,FALSE
G105,7.516166792155081,unknown,S68,FALSE
G73,8.968335052958249,unknown,S68,FALSE
G29,8.083833956743955,unknown,S68,FALSE
G76,7.3391778979852775,unknown,S68,FALSE
G85,7.874908522889927,unknown,S68,FALSE
G21,8.19901679112876,unknown,S68,FALSE
G23,7.879780211351175,unknown,S68,TRUE
G13,6.6752143011688325,unknown,S68,FALSE
G4,7.7957525379234704,unknown,S68,FALSE
G90,7.289619399097816,unknown,S68,TRUE
G82,8.179740357990957,unknown,S68,FALSE
G30,7.3345261142751035,healthy,S53,TRUE
G40,8.912438634768657,healthy,S53,FALSE
G71,8.538911472535121,healthy,S53,TRUE
G28,7.882587683506146,healthy,S53,FALSE
G108,6.562212013541436,healthy,S53,FALSE
G97,7.968116327344124,healthy,S53,FALSE
G5,7.124627664633609,healthy,S53,FALSE
G66,7.9145296886985665,healthy,S53,FALSE
G88,7.783662254952699,healthy,S53,FALSE
G6,7.521408867618515,healthy,S53,FALSE
G107,7.317706761267413,healthy,S53,FALSE
G61,7.317144082245511,healthy,S53,FALSE
G80,8.894779511211826,healthy,S53,FALSE
G14,7.2201859836665,healthy,S53,FALSE
G63,6.179442714535377,healthy,S53,FALSE
G43,6.683172497315234,healthy,S53,TRUE
G41,8.915274649953094,healthy,S53,FALSE
G72,9.587839279407104,healthy,S53,FALSE
G39,8.42723327981007,healthy,S53,FALSE
G37,8.763071548358297,healthy,S53,FALSE
G93,6.180961941080776,healthy,S53,FALSE
G33,8.848019254357885,healthy,S53,FALSE
G18,9.349361003081126,healthy,S53,FALSE
G114,8.351963690138264,healthy,S53,FALSE
G103,8.42814338660782,healthy,S53,FALSE
G48,7.034316289298878,healthy,S53,FALSE
G110,6.5505379519116556,healthy,S53,TRUE
G38,8.27879289758322,healthy,S53,FALSE
G68,7.963446241540107,healthy,S53,TRUE
G11,8.047003319573331,healthy,S53,FALSE
G84,7.876233806159059,healthy,S53,FALSE
G106,7.614848362304057,healthy,S53,FALSE
G78,8.766762487681504,healthy,S53,FALSE
G16,6.769696527143961,healthy,S53,TRUE
G102,7.386751320821396,healthy,S53,FALSE
G65,8.193149667006537,healthy,S53,FALSE
G46,6.151404603104004,healthy,S53,FALSE
G94,7.204105318407369,healthy,S53,FALSE
G69,9.4115410298578,healthy,S53,FALSE
G116,6.847501115897844,healthy,S53,FALSE
G67,9.297244052827635,healthy,S53,FALSE
G87,7.217406194067383,healthy,S53,FALSE
G89,7.922422921959516,healthy,S53,FALSE
G42,8.766395009810108,healthy,S53,FALSE
G49,8.767108998815312,healthy,S53,FALSE
G34,6.829301886559891,healthy,S53,FALSE
G50,8.90922631973888,healthy,S53,FALSE
G8,7.9175450933233575,healthy,S53,FALSE
G79,8.385109201701745,healthy,S53,TRUE
G112,6.720155871006456,healthy,S53,TRUE
G109,8.577627171569153,healthy,S53,TRUE
G92,5.563446805771587,healthy,S53,FALSE
G58,7.46555292261278,healthy,S53,FALSE
G7,6.644881790563198,healthy,S53,TRUE
G101,7.272219976506739,healthy,S53,FALSE
G77,7.13684515777841,healthy,S53,FALSE
G31,8.72798644848329,healthy,S53,FALSE
G9,6.473326944997833,healthy,S53,FALSE
G64,7.381043391485896,healthy,S53,FALSE
G35,8.779049280049714,healthy,S53,FALSE
G98,9.139292113310143,healthy,S53,FALSE
G113,8.0941220816586,healthy,S53,FALSE
G22,8.85520912639974,healthy,S53,FALSE
G25,8.368139904579758,healthy,S53,FALSE
G2,7.537266778598047,healthy,S53,FALSE
G32,8.790603714252903,healthy,S53,FALSE
G81,7.10096312598973,healthy,S53,FALSE
G15,7.462263075221271,healthy,S53,FALSE
G51,8.05582844627117,healthy,S53,FALSE
G44,7.6561956492466585,healthy,S53,FALSE
G20,9.236006321809063,healthy,S53,FALSE
G95,7.382034140169165,healthy,S53,FALSE
G111,7.250674985194108,healthy,S53,TRUE
G62,6.971857046426388,healthy,S53,FALSE
G70,7.944264002605356,healthy,S53,FALSE
G24,6.885117230370736,healthy,S53,FALSE
G96,7.761144339141642,healthy,S53,FALSE
G56,8.615117422530135,healthy,S53,FALSE
G115,7.294515111477745,healthy,S53,FALSE
G36,7.689221933029814,healthy,S53,FALSE
G47,7.357024366406633,healthy,S53,FALSE
G17,7.298004310618539,healthy,S53,FALSE
G19,7.786861431511435,healthy,S53,TRUE
G57,8.278990697359523,healthy,S53,FALSE
G60,6.842520378412523,healthy,S53,FALSE
G26,9.219309206556238,healthy,S53,FALSE
G27,8.609916827772796,healthy,S53,FALSE
G91,8.046911951661619,healthy,S53,FALSE
G3,8.73836402334481,healthy,S53,FALSE
G75,7.121491448187329,healthy,S53,FALSE
G45,6.741843270655829,healthy,S53,FALSE
G104,5.263249129088928,healthy,S53,FALSE
G10,8.644203311956364,healthy,S53,FALSE
G83,7.860470559634196,healthy,S53,FALSE
G74,7.703939573858335,healthy,S53,FALSE
G53,7.785551168786937,healthy,S53,FALSE
G100,9.032639065131358,healthy,S53,FALSE
G54,6.644679836285012,healthy,S53,FALSE
G99,9.381098135531722,healthy,S53,FALSE
G55,7.499939887008712,healthy,S53,FALSE
G59,7.195603160413782,healthy,S53,FALSE
G86,9.334324197590824,healthy,S53,FALSE
G1,9.127462717954906,healthy,S53,FALSE
G52,8.528724133384781,healthy,S53,FALSE
G12,9.053259186527447,healthy,S53,FALSE
G105,6.180955626766428,healthy,S53,FALSE
G73,9.33312746814366,healthy,S53,FALSE
G29,8.470206467456997,healthy,S53,FALSE
G76,7.583357727306143,healthy,S53,FALSE
G85,8.537305975324038,healthy,S53,FALSE
G21,6.157316716177938,healthy,S53,FALSE
G23,8.1845063142942,healthy,S53,TRUE
G13,6.802224923241493,healthy,S53,FALSE
G4,8.46320989953246,healthy,S53,FALSE
G90,7.991535341931756,healthy,S53,TRUE
G82,7.085807875210049,healthy,S53,FALSE
G30,9.686460018631962,unknown,S77,TRUE
G40,7.554083348092378,unknown,S77,FALSE
G71,9.120329319823348,unknown,S77,TRUE
G28,8.541507039391508,unknown,S77,FALSE
G108,7.8449485887753685,unknown,S77,FALSE
G97,8.418532387901925,unknown,S77,FALSE
G5,8.408227985252744,unknown,S77,FALSE
G66,8.454909586750924,unknown,S77,FALSE
G88,6.958768441770142,unknown,S77,FALSE
G6,7.278667670393892,unknown,S77,FALSE
G107,7.169740302587286,unknown,S77,FALSE
G61,7.928471445876208,unknown,S77,FALSE
G80,8.010924213719,unknown,S77,FALSE
G14,9.678648488736759,unknown,S77,FALSE
G63,7.707545274597424,unknown,S77,FALSE
G43,8.354590494292854,unknown,S77,TRUE
G41,8.351601552441881,unknown,S77,FALSE
G72,9.946208261430673,unknown,S77,FALSE
G39,9.951830570161931,unknown,S77,FALSE
G37,7.524829781628224,unknown,S77,FALSE
G93,8.090055379337775,unknown,S77,FALSE
G33,6.624437096473956,unknown,S77,FALSE
G18,7.618862505705384,unknown,S77,FALSE
G114,5.5885065635346365,unknown,S77,FALSE
G103,8.191051951797881,unknown,S77,FALSE
G48,8.027601875250143,unknown,S77,FALSE
G110,10.736301590199767,unknown,S77,TRUE
G38,7.950025285390209,unknown,S77,FALSE
G68,8.637767167787963,unknown,S77,TRUE
G11,8.995003443379222,unknown,S77,FALSE
G84,10.467192175806186,unknown,S77,FALSE
G106,8.137045893677127,unknown,S77,FALSE
G78,8.57502264670716,unknown,S77,FALSE
G16,10.202710983743643,unknown,S77,TRUE
G102,8.13425865537399,unknown,S77,FALSE
G65,8.223454650324848,unknown,S77,FALSE
G46,7.78009130328765,unknown,S77,FALSE
G94,8.242431352762477,unknown,S77,FALSE
G69,8.092136610181564,unknown,S77,FALSE
G116,7.472966021007959,unknown,S77,FALSE
G67,8.125461099488902,unknown,S77,FALSE
G87,8.968372749162661,unknown,S77,FALSE
G89,7.9427925106625885,unknown,S77,FALSE
G42,7.69823340777728,unknown,S77,FALSE
G49,8.5840458136025255,unknown,S77,FALSE
G34,8.572938911532113,unknown,S77,FALSE
G50,8.339665453993337,unknown,S77,FALSE
G8,6.445686769583048,unknown,S77,FALSE
G79,7.629793500919042,unknown,S77,TRUE
G112,9.065675782977602,unknown,S77,TRUE
G109,7.036624878712814,unknown,S77,TRUE
G92,7.60469817964118,unknown,S77,FALSE
G58,9.428547579093564,unknown,S77,FALSE
G7,8.046493084624563,unknown,S77,TRUE
G101,7.4121469435482705,unknown,S77,FALSE
G77,7.463573711186798,unknown,S77,FALSE
G31,8.064245201124484,unknown,S77,FALSE
G9,9.099944396790075,unknown,S77,FALSE
G64,8.9236488036976,unknown,S77,FALSE
G35,9.230336042083248,unknown,S77,FALSE
G98,8.690842606792495,unknown,S77,FALSE
G113,6.720919743246536,unknown,S77,FALSE
G22,7.282530704118665,unknown,S77,FALSE
G25,7.562179847465236,unknown,S77,FALSE
G2,8.490063992053004,unknown,S77,FALSE
G32,7.987725803928926,unknown,S77,FALSE
G81,8.518947401023826,unknown,S77,FALSE
G15,7.832927370658585,unknown,S77,FALSE
G51,6.975851517465276,unknown,S77,FALSE
G44,8.432698305437688,unknown,S77,FALSE
G20,7.73576672599175,unknown,S77,FALSE
G95,6.045243528194086,unknown,S77,FALSE
G111,7.116375033115735,unknown,S77,TRUE
G62,7.693656076301384,unknown,S77,FALSE
G70,9.340326370821783,unknown,S77,FALSE
G24,7.877822244384308,unknown,S77,FALSE
G96,7.03301682464917,unknown,S77,FALSE
G56,7.3515877141490185,unknown,S77,FALSE
G115,8.132850823686386,unknown,S77,FALSE
G36,8.306683865221542,unknown,S77,FALSE
G47,7.9017958885210495,unknown,S77,FALSE
G17,8.59749340591924,unknown,S77,FALSE
G19,7.267262144044426,unknown,S77,TRUE
G57,8.136345010714537,unknown,S77,FALSE
G60,9.307808446994985,unknown,S77,FALSE
G26,7.180624737765393,unknown,S77,FALSE
G27,8.47138616766594,unknown,S77,FALSE
G91,8.16168972372285,unknown,S77,FALSE
G3,6.059698204377302,unknown,S77,FALSE
G75,6.602894964728746,unknown,S77,FALSE
G45,7.733476512228633,unknown,S77,FALSE
G104,9.088610473556676,unknown,S77,FALSE
G10,6.097243008760025,unknown,S77,FALSE
G83,9.34291879083402,unknown,S77,FALSE
G74,7.3701643525784695,unknown,S77,FALSE
G53,8.116242612293902,unknown,S77,FALSE
G100,10.329394383892796,unknown,S77,FALSE
G54,9.48123760264745,unknown,S77,FALSE
G99,7.464183780743151,unknown,S77,FALSE
G55,7.510862855998033,unknown,S77,FALSE
G59,7.192420529101716,unknown,S77,FALSE
G86,9.49224654811087,unknown,S77,FALSE
G1,9.204949460641075,unknown,S77,FALSE
G52,9.307208495961286,unknown,S77,FALSE
G12,8.594710484627706,unknown,S77,FALSE
G105,8.494144073082014,unknown,S77,FALSE
G73,6.8416057059411965,unknown,S77,FALSE
G29,7.407661762551623,unknown,S77,FALSE
G76,8.443964630297224,unknown,S77,FALSE
G85,9.856167860248505,unknown,S77,FALSE
G21,7.730266158343832,unknown,S77,FALSE
G23,8.029272866259127,unknown,S77,TRUE
G13,8.128977822441401,unknown,S77,FALSE
G4,7.263845799222531,unknown,S77,FALSE
G90,8.584919236211045,unknown,S77,TRUE
G82,9.375684926985127,unknown,S77,FALSE
G30,8.114561386790461,healthy,S4,TRUE
G40,8.4734912050761,healthy,S4,FALSE
G71,8.545723094979126,healthy,S4,TRUE
G28,7.586940679668227,healthy,S4,FALSE
G108,9.18933418724813,healthy,S4,FALSE
G97,8.196515066711227,healthy,S4,FALSE
G5,7.607781978993592,healthy,S4,FALSE
G66,7.971311570601406,healthy,S4,FALSE
G88,7.042625018744237,healthy,S4,FALSE
G6,7.954697902644171,healthy,S4,FALSE
G107,8.10628360010352,healthy,S4,FALSE
G61,6.3595428369002365,healthy,S4,FALSE
G80,7.516891873594126,healthy,S4,FALSE
G14,7.042083475210573,healthy,S4,FALSE
G63,8.400892892789958,healthy,S4,FALSE
G43,7.940613467995806,healthy,S4,TRUE
G41,7.174550096629665,healthy,S4,FALSE
G72,9.803104419061937,healthy,S4,FALSE
G39,9.398235794944833,healthy,S4,FALSE
G37,10.445621166364703,healthy,S4,FALSE
G93,10.02527143113897,healthy,S4,FALSE
G33,8.975480481069084,healthy,S4,FALSE
G18,8.299357891177543,healthy,S4,FALSE
G114,9.209541984630842,healthy,S4,FALSE
G103,6.616586775861155,healthy,S4,FALSE
G48,8.933437384571963,healthy,S4,FALSE
G110,8.149237233200765,healthy,S4,TRUE
G38,7.430280400021217,healthy,S4,FALSE
G68,9.159505488639144,healthy,S4,TRUE
G11,9.08601367571386,healthy,S4,FALSE
G84,8.472015503687247,healthy,S4,FALSE
G106,9.38706489050086,healthy,S4,FALSE
G78,6.84404132355746,healthy,S4,FALSE
G16,9.597959159963827,healthy,S4,TRUE
G102,9.006239909893413,healthy,S4,FALSE
G65,7.967417979235718,healthy,S4,FALSE
G46,8.44578887756152,healthy,S4,FALSE
G94,7.1299385776595425,healthy,S4,FALSE
G69,8.978573834309357,healthy,S4,FALSE
G116,9.188205952212074,healthy,S4,FALSE
G67,10.022106123178933,healthy,S4,FALSE
G87,6.332162749106992,healthy,S4,FALSE
G89,6.584984321563295,healthy,S4,FALSE
G42,8.193952172882314,healthy,S4,FALSE
G49,8.107010114287023,healthy,S4,FALSE
G34,6.6632991485161766,healthy,S4,FALSE
G50,7.804770921716765,healthy,S4,FALSE
G8,6.14135700545514,healthy,S4,FALSE
G79,7.689439406153937,healthy,S4,TRUE
G112,7.382996188242162,healthy,S4,TRUE
G109,6.429426646067955,healthy,S4,TRUE
G92,8.692275961021263,healthy,S4,FALSE
G58,9.012007422929264,healthy,S4,FALSE
G7,6.249729475837761,healthy,S4,TRUE
G101,8.35602328838741,healthy,S4,FALSE
G77,9.608124279793252,healthy,S4,FALSE
G31,8.530728901497403,healthy,S4,FALSE
G9,7.721629274850698,healthy,S4,FALSE
G64,7.8317376863680375,healthy,S4,FALSE
G35,9.446174671199095,healthy,S4,FALSE
G98,8.186548662894003,healthy,S4,FALSE
G113,9.170968311010352,healthy,S4,FALSE
G22,7.8160999449202695,healthy,S4,FALSE
G25,8.557149202759941,healthy,S4,FALSE
G2,8.344661071906398,healthy,S4,FALSE
G32,10.026287474639343,healthy,S4,FALSE
G81,7.646387089636013,healthy,S4,FALSE
G15,7.962901238042337,healthy,S4,FALSE
G51,7.672963323417772,healthy,S4,FALSE
G44,7.554704229900386,healthy,S4,FALSE
G20,8.417740241760892,healthy,S4,FALSE
G95,5.391813259308276,healthy,S4,FALSE
G111,7.406008131037257,healthy,S4,TRUE
G62,8.571399574247382,healthy,S4,FALSE
G70,8.59950743432571,healthy,S4,FALSE
G24,8.875789305198815,healthy,S4,FALSE
G96,6.390566299231803,healthy,S4,FALSE
G56,7.275444481877615,healthy,S4,FALSE
G115,9.418888496551075,healthy,S4,FALSE
G36,6.47693856110875,healthy,S4,FALSE
G47,7.705425409880883,healthy,S4,FALSE
G17,8.045601346119488,healthy,S4,FALSE
G19,9.639406452994283,healthy,S4,TRUE
G57,7.744859876707717,healthy,S4,FALSE
G60,8.040316548651733,healthy,S4,FALSE
G26,8.17739922623995,healthy,S4,FALSE
G27,7.336730114657392,healthy,S4,FALSE
G91,8.850790196980363,healthy,S4,FALSE
G3,8.108305240203753,healthy,S4,FALSE
G75,6.997335068216476,healthy,S4,FALSE
G45,9.433793308114321,healthy,S4,FALSE
G104,7.654425285103042,healthy,S4,FALSE
G10,8.675553702893522,healthy,S4,FALSE
G83,8.388590135945531,healthy,S4,FALSE
G74,7.6521386371457645,healthy,S4,FALSE
G53,8.561552383924536,healthy,S4,FALSE
G100,7.483896309214673,healthy,S4,FALSE
